Customer ID,Recency,Frequency,Monetary,Churn,Churn_Probability,Action
12580,212,1,637.2,1,1.0,Oferecer desconto imediato
12582,58,2,1469.04,0,0.005,Contato personalizado
12583,9,13,7166.0599999999995,0,0.0,Contato personalizado
12586,10,3,1865.73,0,0.0,Contato personalizado
12588,35,3,743.88,0,0.0,Contato personalizado
12589,57,6,4048.98,0,0.0,Contato personalizado
12591,26,2,899.3,0,0.0,Contato personalizado
12592,155,3,2145.06,1,1.0,Oferecer desconto imediato
12594,14,5,1751.89,0,0.0,Contato personalizado
12595,140,1,299.02,1,0.99,Oferecer desconto imediato
12598,99,3,1511.01,1,0.99,Oferecer desconto imediato
12599,17,6,1264.14,0,0.0,Contato personalizado
12600,7,12,2444.88,0,0.0,Contato personalizado
12601,40,1,104.19999999999999,0,0.0,Campanha de reengajamento
12605,12,4,1232.95,0,0.0,Contato personalizado
12606,318,1,21.0,1,1.0,Oferecer desconto imediato
12608,40,1,415.79,0,0.01,Campanha de reengajamento
12609,10,6,2309.01,0,0.005,Contato personalizado
12613,24,5,3490.69,0,0.0,Contato personalizado
12615,49,4,3449.79,0,0.0,Contato personalizado
12616,24,1,417.8,0,0.005,Campanha de reengajamento
12619,196,1,140.14,1,1.0,Oferecer desconto imediato
12621,1,16,11086.14,0,0.0,Contato personalizado
12623,52,6,3442.7400000000002,0,0.0,Contato personalizado
12625,145,2,2481.06,1,0.995,Oferecer desconto imediato
12629,21,2,1558.22,0,0.0,Contato personalizado
12631,92,5,2841.07,1,0.95,Oferecer desconto imediato
12632,156,2,804.88,1,1.0,Oferecer desconto imediato
12633,18,3,3514.18,0,0.0,Contato personalizado
12634,171,2,490.0,1,1.0,Oferecer desconto imediato
12635,28,2,1241.23,0,0.0,Contato personalizado
12636,374,1,141.0,1,1.0,Oferecer desconto imediato
12637,14,4,2318.41,0,0.0,Contato personalizado
12638,275,1,249.8,1,1.0,Oferecer desconto imediato
12639,70,2,826.27,0,0.0,Contato personalizado
12643,21,6,5005.78,0,0.0,Contato personalizado
12644,66,3,1440.58,0,0.015,Contato personalizado
12645,45,4,1764.12,0,0.0,Contato personalizado
12647,3,27,14201.53,0,0.0,Contato personalizado
12648,73,3,793.95,0,0.0,Contato personalizado
12649,18,5,1671.1399999999999,0,0.0,Contato personalizado
12651,14,3,263.75,0,0.01,Campanha de reengajamento
12652,70,1,97.05000000000001,0,0.0,Campanha de reengajamento
12653,162,1,1950.98,1,1.0,Oferecer desconto imediato
12655,59,1,261.35,0,0.0,Campanha de reengajamento
12656,61,3,2356.66,0,0.005,Contato personalizado
12661,72,1,162.0,0,0.005,Campanha de reengajamento
12662,9,10,3138.2400000000002,0,0.0,Contato personalizado
12663,260,2,239.4,1,0.995,Oferecer desconto imediato
12664,150,2,1188.16,1,1.0,Oferecer desconto imediato
12665,53,2,250.6,0,0.0,Campanha de reengajamento
12666,30,1,1248.42,0,0.0,Contato personalizado
12668,14,6,7637.53,0,0.0,Contato personalizado
12670,21,2,764.24,0,0.0,Contato personalizado
12671,242,1,2622.481,1,0.995,Oferecer desconto imediato
12672,231,1,211.15,1,1.0,Oferecer desconto imediato
12673,37,1,619.5,0,0.0,Campanha de reengajamento
12675,189,2,958.5,1,1.0,Oferecer desconto imediato
12676,44,5,1511.7,0,0.0,Contato personalizado
12677,191,2,395.1,1,1.0,Oferecer desconto imediato
12678,11,9,16652.72,0,0.0,Contato personalizado
12681,3,24,17080.74,0,0.0,Contato personalizado
12682,1,23,11745.69,0,0.0,Contato personalizado
12683,1,8,4220.21,0,0.0,Contato personalizado
12686,7,1,89.14,0,0.0,Campanha de reengajamento
12687,116,2,2138.91,1,0.995,Oferecer desconto imediato
12691,56,1,134.6,0,0.0,Campanha de reengajamento
12692,273,1,110.95,1,1.0,Oferecer desconto imediato
12693,32,3,847.11,0,0.0,Contato personalizado
12694,57,1,973.68,0,0.0,Contato personalizado
12695,164,3,825.02,1,1.0,Oferecer desconto imediato
12696,70,2,851.91,0,0.0,Contato personalizado
12698,226,1,339.75,1,1.0,Oferecer desconto imediato
12699,53,1,638.11,0,0.005,Campanha de reengajamento
12701,165,4,1648.7,1,1.0,Oferecer desconto imediato
12703,269,3,722.98,1,0.995,Oferecer desconto imediato
12705,19,5,4893.81,0,0.0,Contato personalizado
12708,4,9,2601.19,0,0.0,Contato personalizado
12709,2,20,21356.82,0,0.0,Contato personalizado
12711,247,2,1339.05,1,0.995,Oferecer desconto imediato
12712,1,10,2797.53,0,0.0,Contato personalizado
12714,24,7,9384.85,0,0.0,Contato personalizado
12717,226,1,277.93,1,1.0,Oferecer desconto imediato
12720,5,6,2478.94,0,0.0,Contato personalizado
12721,21,2,1356.95,0,0.0,Contato personalizado
12724,19,3,1286.11,0,0.0,Contato personalizado
12725,7,4,2266.76,0,0.0,Contato personalizado
12726,23,4,1405.5,0,0.0,Contato personalizado
12727,78,3,1698.8300000000002,0,0.0,Contato personalizado
12728,19,1,233.84,0,0.0,Campanha de reengajamento
12730,157,1,829.25,1,0.99,Oferecer desconto imediato
12731,78,5,6879.8,0,0.03,Contato personalizado
12733,25,3,2040.92,0,0.0,Contato personalizado
12734,10,2,529.25,0,0.0,Campanha de reengajamento
12737,134,2,3710.5,1,1.0,Oferecer desconto imediato
12738,8,1,155.35,0,0.0,Campanha de reengajamento
12739,21,2,1713.69,0,0.0,Contato personalizado
12741,165,2,406.07,1,1.0,Oferecer desconto imediato
12742,261,1,1201.52,1,0.995,Oferecer desconto imediato
12744,95,4,4037.77,1,0.985,Oferecer desconto imediato
12745,122,3,925.41,1,0.995,Oferecer desconto imediato
12746,176,1,254.55,1,1.0,Oferecer desconto imediato
12747,5,16,5080.53,0,0.0,Contato personalizado
12748,1,144,22879.66,0,0.0,Contato personalizado
12749,35,4,2806.48,0,0.0,Contato personalizado
12751,80,1,268.27,0,0.0,Campanha de reengajamento
12755,1,10,5218.709999999999,0,0.0,Contato personalizado
12758,95,5,7111.650000000001,1,1.0,Oferecer desconto imediato
12759,22,5,3489.3,0,0.0,Contato personalizado
12760,91,1,347.8,1,1.0,Oferecer desconto imediato
12761,93,2,782.95,1,1.0,Oferecer desconto imediato
12763,5,1,320.08,0,0.0,Campanha de reengajamento
12765,108,6,1404.58,1,1.0,Oferecer desconto imediato
12766,2,3,3078.65,0,0.0,Contato personalizado
12767,11,1,949.82,0,0.0,Contato personalizado
12768,86,1,168.69000000000003,0,0.005,Campanha de reengajamento
12770,92,1,1895.0,1,0.975,Oferecer desconto imediato
12771,121,1,282.3,1,1.0,Oferecer desconto imediato
12773,200,1,124.25,1,1.0,Oferecer desconto imediato
12774,171,1,98.7,1,1.0,Oferecer desconto imediato
12775,24,2,300.08,0,0.0,Campanha de reengajamento
12776,303,1,55.5,1,1.0,Oferecer desconto imediato
12777,93,1,519.45,1,0.99,Oferecer desconto imediato
12778,32,3,953.45,0,0.0,Contato personalizado
12779,7,7,2740.91,0,0.0,Contato personalizado
12780,234,1,337.4,1,1.0,Oferecer desconto imediato
12782,10,6,2287.32,0,0.005,Contato personalizado
12784,165,1,1230.33,1,0.995,Oferecer desconto imediato
12785,171,2,788.45,1,1.0,Oferecer desconto imediato
12786,245,1,728.5,1,1.0,Oferecer desconto imediato
12787,49,1,398.52,0,0.005,Campanha de reengajamento
12788,99,4,444.9,1,1.0,Oferecer desconto imediato
12789,148,2,181.5,1,1.0,Oferecer desconto imediato
12790,46,1,266.93,0,0.0,Campanha de reengajamento
12791,9,6,863.51,0,0.0,Contato personalizado
12792,170,1,426.47,1,0.995,Oferecer desconto imediato
12793,7,2,471.85,0,0.0,Campanha de reengajamento
12796,264,1,381.0,1,1.0,Oferecer desconto imediato
12797,1,2,552.08,0,0.0,Campanha de reengajamento
12798,57,1,1533.8899999999999,0,0.005,Contato personalizado
12799,165,1,219.35,1,0.995,Oferecer desconto imediato
12800,106,3,584.25,1,1.0,Oferecer desconto imediato
12801,136,1,1071.82,1,0.99,Oferecer desconto imediato
12802,78,6,1988.84,0,0.015,Contato personalizado
12803,29,1,1092.81,0,0.0,Contato personalizado
12804,101,2,327.02,1,0.995,Oferecer desconto imediato
12805,17,4,1434.95,0,0.0,Contato personalizado
12806,71,4,2878.96,0,0.0,Contato personalizado
12807,19,1,330.35,0,0.0,Campanha de reengajamento
12808,4,3,422.45,0,0.0,Campanha de reengajamento
12809,201,2,1266.63,1,1.0,Oferecer desconto imediato
12810,170,2,534.99,1,0.99,Oferecer desconto imediato
12811,14,2,519.05,0,0.0,Campanha de reengajamento
12813,137,3,1687.8,1,0.985,Oferecer desconto imediato
12817,35,2,524.94,0,0.0,Campanha de reengajamento
12819,94,1,540.52,1,0.995,Oferecer desconto imediato
12820,33,7,1747.18,0,0.0,Contato personalizado
12821,247,1,128.07999999999998,1,1.0,Oferecer desconto imediato
12823,30,13,4742.0,0,0.0,Contato personalizado
12825,157,2,518.63,1,0.995,Oferecer desconto imediato
12826,1,6,1481.03,0,0.0,Contato personalizado
12829,186,1,92.30000000000001,1,1.0,Oferecer desconto imediato
12831,99,2,236.06,1,1.0,Oferecer desconto imediato
12835,63,41,6043.31,0,0.0,Contato personalizado
12836,25,11,3972.76,0,0.0,Contato personalizado
12837,205,1,554.31,1,1.0,Oferecer desconto imediato
12838,9,9,2715.35,0,0.0,Contato personalizado
12839,3,13,4480.31,0,0.0,Contato personalizado
12840,73,3,1315.2,0,0.0,Contato personalizado
12841,5,17,3518.33,0,0.0,Contato personalizado
12842,40,2,799.0,0,0.005,Contato personalizado
12843,18,22,4886.15,0,0.0,Contato personalizado
12844,78,2,322.64,0,0.0,Campanha de reengajamento
12846,318,1,15.58,1,0.995,Oferecer desconto imediato
12847,23,1,765.36,0,0.0,Contato personalizado
12848,311,1,208.0,1,1.0,Oferecer desconto imediato
12849,17,4,2039.67,0,0.0,Contato personalizado
12850,81,1,330.0,0,0.0,Campanha de reengajamento
12851,113,1,148.95,1,1.0,Oferecer desconto imediato
12853,63,5,1950.4,0,0.0,Contato personalizado
12854,197,4,1669.52,1,1.0,Oferecer desconto imediato
12855,8,4,612.84,0,0.0,Campanha de reengajamento
12857,72,4,2581.6,0,0.0,Contato personalizado
12858,19,1,177.92,0,0.0,Campanha de reengajamento
12859,94,1,575.1,1,0.995,Oferecer desconto imediato
12860,329,1,55.47,1,1.0,Oferecer desconto imediato
12861,255,1,68.25,1,1.0,Oferecer desconto imediato
12862,61,2,1008.3199999999999,0,0.0,Contato personalizado
12863,15,5,2271.35,0,0.0,Contato personalizado
12864,144,1,152.45,1,1.0,Oferecer desconto imediato
12865,14,2,1755.24,0,0.0,Contato personalizado
12866,110,2,668.23,1,0.995,Oferecer desconto imediato
12867,33,6,3876.47,0,0.0,Contato personalizado
12868,9,3,640.0,0,0.0,Campanha de reengajamento
12869,317,1,337.66999999999996,1,1.0,Oferecer desconto imediato
12870,11,3,1676.95,0,0.0,Contato personalizado
12871,75,1,363.38,0,0.0,Campanha de reengajamento
12872,1,11,3085.52,0,0.0,Contato personalizado
12873,33,2,1653.3,0,0.0,Contato personalizado
12874,21,2,948.42,0,0.0,Contato personalizado
12875,107,3,1013.76,1,0.995,Oferecer desconto imediato
12876,30,2,1863.77,0,0.0,Contato personalizado
12877,37,8,1419.4,0,0.0,Contato personalizado
12880,17,2,640.13,0,0.0,Campanha de reengajamento
12887,19,1,222.4,0,0.0,Campanha de reengajamento
12889,17,4,385.46000000000004,0,0.005,Campanha de reengajamento
12890,23,1,336.8,0,0.0,Campanha de reengajamento
12891,94,8,509.5,1,0.965,Oferecer desconto imediato
12892,32,1,263.38,0,0.0,Campanha de reengajamento
12894,211,1,157.35,1,1.0,Oferecer desconto imediato
12897,17,2,297.75,0,0.0,Campanha de reengajamento
12898,99,2,310.96000000000004,1,0.995,Oferecer desconto imediato
12899,49,1,366.4,0,0.005,Campanha de reengajamento
12900,58,1,340.33,0,0.0,Campanha de reengajamento
12903,64,1,833.53,0,0.0,Contato personalizado
12905,212,2,1018.42,1,1.0,Oferecer desconto imediato
12907,31,2,508.91,0,0.005,Campanha de reengajamento
12908,16,3,1026.0,0,0.0,Contato personalizado
12909,60,3,924.52,0,0.0,Contato personalizado
12910,15,5,2721.48,0,0.0,Contato personalizado
12911,187,1,1680.47,1,1.0,Oferecer desconto imediato
12913,4,9,4217.2300000000005,0,0.0,Contato personalizado
12914,36,1,223.98,0,0.0,Campanha de reengajamento
12915,8,3,811.1,0,0.0,Contato personalizado
12916,78,3,1647.87,0,0.0,Contato personalizado
12917,36,5,3765.2,0,0.0,Contato personalizado
12918,262,1,10953.5,1,1.0,Oferecer desconto imediato
12920,207,3,323.86,1,0.995,Oferecer desconto imediato
12921,2,39,19333.95,0,0.0,Contato personalizado
12923,26,2,612.9,0,0.0,Campanha de reengajamento
12924,29,8,1535.7,0,0.0,Contato personalizado
12925,228,1,35.28,1,0.995,Oferecer desconto imediato
12926,47,4,1548.46,0,0.0,Contato personalizado
12927,30,1,197.31,0,0.0,Campanha de reengajamento
12928,14,7,2242.19,0,0.0,Contato personalizado
12931,16,42,50291.38,0,0.0,Contato personalizado
12932,175,8,1698.56,1,0.995,Oferecer desconto imediato
12933,16,5,1079.5,0,0.0,Contato personalizado
12934,372,1,181.65,1,1.0,Oferecer desconto imediato
12935,11,8,2083.16,0,0.0,Contato personalizado
12937,99,5,1593.34,1,1.0,Oferecer desconto imediato
12939,15,12,13683.0,0,0.0,Contato personalizado
12941,360,1,377.49,1,1.0,Oferecer desconto imediato
12942,1,1,258.75,0,0.0,Campanha de reengajamento
12943,194,2,496.5,1,1.0,Oferecer desconto imediato
12945,292,1,437.16,1,1.0,Oferecer desconto imediato
12946,72,1,324.45,0,0.0,Campanha de reengajamento
12947,9,1,304.04,0,0.0,Campanha de reengajamento
12948,366,2,252.48000000000002,1,1.0,Oferecer desconto imediato
12949,18,14,11359.48,0,0.0,Contato personalizado
12951,22,9,2149.65,0,0.005,Contato personalizado
12953,158,1,498.96000000000004,1,1.0,Oferecer desconto imediato
12954,274,1,162.45,1,1.0,Oferecer desconto imediato
12956,320,3,413.82,1,0.995,Oferecer desconto imediato
12957,177,5,4689.43,1,0.985,Oferecer desconto imediato
12958,36,2,539.49,0,0.0,Campanha de reengajamento
12959,120,1,150.95,1,1.0,Oferecer desconto imediato
12960,49,4,1322.07,0,0.0,Contato personalizado
12961,15,1,211.99,0,0.0,Campanha de reengajamento
12963,1,5,1744.96,0,0.0,Contato personalizado
12964,73,1,132.24,0,0.0,Campanha de reengajamento
12967,7,2,2646.02,0,0.0,Contato personalizado
12969,238,1,122.45,1,1.0,Oferecer desconto imediato
12970,16,6,1072.73,0,0.0,Contato personalizado
12971,2,33,4782.88,0,0.0,Contato personalizado
12972,49,4,1161.2,0,0.0,Contato personalizado
12973,49,1,385.55,0,0.005,Campanha de reengajamento
12974,201,1,264.15,1,1.0,Oferecer desconto imediato
12975,72,6,2100.09,0,0.0,Contato personalizado
12976,14,7,2417.7799999999997,0,0.0,Contato personalizado
12977,137,3,478.39,1,1.0,Oferecer desconto imediato
12978,21,5,2502.82,0,0.0,Contato personalizado
12979,365,1,517.7,1,1.0,Oferecer desconto imediato
12980,22,12,8870.880000000001,0,0.0,Contato personalizado
12982,30,7,2354.27,0,0.0,Contato personalizado
12983,234,1,490.08000000000004,1,1.0,Oferecer desconto imediato
12986,64,10,2729.84,0,0.0,Contato personalizado
12987,56,3,753.51,0,0.0,Contato personalizado
12989,60,18,6627.64,0,0.0,Contato personalizado
12990,53,4,546.0,0,0.0,Campanha de reengajamento
12991,25,1,261.06,0,0.0,Campanha de reengajamento
12992,361,1,93.35000000000001,1,1.0,Oferecer desconto imediato
12993,81,4,844.87,0,0.0,Contato personalizado
12996,11,1,355.5,0,0.0,Campanha de reengajamento
12997,30,4,884.02,0,0.0,Contato personalizado
12998,128,3,920.08,1,1.0,Oferecer desconto imediato
13000,361,1,497.65000000000003,1,1.0,Oferecer desconto imediato
13001,40,20,14353.28,0,0.0,Contato personalizado
13002,52,2,293.18,0,0.0,Campanha de reengajamento
13004,22,18,5994.94,0,0.005,Contato personalizado
13005,67,2,485.98,0,0.005,Campanha de reengajamento
13007,215,1,175.25,1,1.0,Oferecer desconto imediato
13008,33,2,382.66,0,0.0,Campanha de reengajamento
13009,308,1,234.0,1,1.0,Oferecer desconto imediato
13010,10,2,330.12,0,0.0,Campanha de reengajamento
13011,8,1,50.550000000000004,0,0.01,Campanha de reengajamento
13012,65,3,1310.99,0,0.0,Contato personalizado
13013,7,18,7814.83,0,0.0,Contato personalizado
13014,68,1,1914.8,0,0.0,Contato personalizado
13015,74,6,3240.14,0,0.0,Contato personalizado
13018,49,7,2485.46,0,0.0,Contato personalizado
13019,15,6,1229.95,0,0.0,Contato personalizado
13020,198,2,618.96,1,1.0,Oferecer desconto imediato
13021,10,8,2270.86,0,0.0,Contato personalizado
13022,65,1,65.3,0,0.0,Campanha de reengajamento
13023,164,1,759.13,1,1.0,Oferecer desconto imediato
13024,106,2,555.87,1,0.985,Oferecer desconto imediato
13025,367,1,323.39,1,1.0,Oferecer desconto imediato
13026,124,4,757.72,1,1.0,Oferecer desconto imediato
13027,21,13,10423.2,0,0.0,Contato personalizado
13029,10,2,679.8,0,0.0,Campanha de reengajamento
13030,4,1,427.74,0,0.0,Campanha de reengajamento
13031,43,5,3419.27,0,0.0,Contato personalizado
13032,28,7,1833.37,0,0.005,Contato personalizado
13033,65,1,30.0,0,0.01,Campanha de reengajamento
13034,5,2,279.91,0,0.005,Campanha de reengajamento
13035,67,1,442.32,0,0.0,Campanha de reengajamento
13036,320,1,307.1,1,1.0,Oferecer desconto imediato
13037,35,9,3033.88,0,0.0,Contato personalizado
13039,220,4,1010.73,1,1.0,Oferecer desconto imediato
13041,86,4,799.13,0,0.02,Contato personalizado
13042,234,3,1556.54,1,1.0,Oferecer desconto imediato
13044,128,10,4293.43,1,0.985,Oferecer desconto imediato
13045,37,2,503.64,0,0.005,Campanha de reengajamento
13046,92,1,319.94,1,1.0,Oferecer desconto imediato
13047,9,17,5557.62,0,0.0,Contato personalizado
13048,72,5,2248.3,0,0.0,Contato personalizado
13049,25,2,751.5600000000001,0,0.0,Contato personalizado
13050,2,19,6507.67,0,0.0,Contato personalizado
13051,214,2,155.8,1,0.995,Oferecer desconto imediato
13052,56,6,2820.38,0,0.0,Contato personalizado
13053,257,1,127.65,1,1.0,Oferecer desconto imediato
13055,65,1,1106.7,0,0.0,Contato personalizado
13056,187,1,209.48,1,1.0,Oferecer desconto imediato
13057,166,3,722.09,1,0.995,Oferecer desconto imediato
13059,49,9,2119.77,0,0.0,Contato personalizado
13063,116,1,188.4,1,1.0,Oferecer desconto imediato
13064,186,2,561.25,1,1.0,Oferecer desconto imediato
13065,9,5,1055.05,0,0.0,Contato personalizado
13067,45,2,393.05,0,0.0,Campanha de reengajamento
13069,5,16,5247.01,0,0.0,Contato personalizado
13070,95,3,522.9,1,0.995,Oferecer desconto imediato
13071,248,1,129.22,1,1.0,Oferecer desconto imediato
13073,47,2,418.08,0,0.0,Campanha de reengajamento
13074,147,4,1378.74,1,1.0,Oferecer desconto imediato
13076,93,1,135.4,1,1.0,Oferecer desconto imediato
13077,2,8,2335.4,0,0.005,Contato personalizado
13078,2,32,16904.510000000002,0,0.0,Contato personalizado
13079,53,1,199.08,0,0.0,Campanha de reengajamento
13080,37,3,222.65,0,0.015,Campanha de reengajamento
13081,7,19,30867.77,0,0.0,Contato personalizado
13082,60,12,3722.12,0,0.0,Contato personalizado
